"schema","table_name","pos","column_name","data_type","character_maximum_length","numeric_precision","numeric_scale","is_nullable","column_default"
"public","document_history","1","id","integer","","32","0","NO","nextval('document_history_id_seq'::regclass)"
"public","document_history","2","name","text","","","","NO",""
"public","document_history","3","type","text","","","","NO",""
"public","document_history","4","user_id","uuid","","","","NO",""
"public","document_history","5","created_at","timestamp without time zone","","","","YES","now()"
"public","document_history","6","download_count","integer","","32","0","YES","0"
"public","document_history","7","data","jsonb","","","","NO",""
"public","document_history","8","version","text","","","","YES","'1.0'::text"
"public","document_history","9","last_download_at","timestamp without time zone","","","","YES",""
"public","document_history","10","status","text","","","","YES","'validé'::text"
"public","document_history","11","client","text","","","","YES",""
"public","document_history","12","is_trashed","boolean","","","","NO","false"
"public","v_b_client_files","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_client_files","2","client_id","bigint","","64","0","NO",""
"public","v_b_client_files","3","client_name","text","","","","YES",""
"public","v_b_client_files","4","file_name","text","","","","NO",""
"public","v_b_client_files","5","file_path","text","","","","NO",""
"public","v_b_client_files","6","mime_type","text","","","","NO","'application/octet-stream'::text"
"public","v_b_client_files","7","size_bytes","bigint","","64","0","NO","0"
"public","v_b_client_files","8","category","text","","","","NO","'Autre'::text"
"public","v_b_client_files","9","description","text","","","","YES",""
"public","v_b_client_files","10","uploaded_by","uuid","","","","YES",""
"public","v_b_client_files","11","is_deleted","boolean","","","","NO","false"
"public","v_b_client_files","12","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_files","13","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_files","14","visible_to_client","boolean","","","","NO","false"
"public","v_b_client_notes","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_client_notes","2","client_id","integer","","32","0","NO",""
"public","v_b_client_notes","3","user_id","uuid","","","","YES",""
"public","v_b_client_notes","4","content","text","","","","NO",""
"public","v_b_client_notes","5","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_notes","6","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_support_credit_ledger","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_client_support_credit_ledger","2","client_id","integer","","32","0","NO",""
"public","v_b_client_support_credit_ledger","3","delta","integer","","32","0","NO",""
"public","v_b_client_support_credit_ledger","4","balance_after","integer","","32","0","NO",""
"public","v_b_client_support_credit_ledger","5","kind","character varying","32","","","NO","'credit'::character varying"
"public","v_b_client_support_credit_ledger","6","ticket_id","uuid","","","","YES",""
"public","v_b_client_support_credit_ledger","7","note","text","","","","YES",""
"public","v_b_client_support_credit_ledger","8","created_by","uuid","","","","YES",""
"public","v_b_client_support_credit_ledger","9","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_support_credit_ledger","10","pack_id","uuid","","","","YES",""
"public","v_b_client_support_credit_packs","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_client_support_credit_packs","2","client_id","integer","","32","0","NO",""
"public","v_b_client_support_credit_packs","3","label","text","","","","YES",""
"public","v_b_client_support_credit_packs","4","initial_amount","integer","","32","0","NO",""
"public","v_b_client_support_credit_packs","5","remaining_amount","integer","","32","0","NO",""
"public","v_b_client_support_credit_packs","6","valid_from","date","","","","YES",""
"public","v_b_client_support_credit_packs","7","valid_until","date","","","","YES",""
"public","v_b_client_support_credit_packs","8","note","text","","","","YES",""
"public","v_b_client_support_credit_packs","9","created_by","uuid","","","","YES",""
"public","v_b_client_support_credit_packs","10","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_support_credit_packs","11","archived_at","timestamp with time zone","","","","YES",""
"public","v_b_client_support_credits","1","client_id","integer","","32","0","NO",""
"public","v_b_client_support_credits","2","balance","integer","","32","0","NO","0"
"public","v_b_client_support_credits","3","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_tag_links","1","client_id","integer","","32","0","NO",""
"public","v_b_client_tag_links","2","tag_id","uuid","","","","NO",""
"public","v_b_client_tag_links","3","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_tags","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_client_tags","2","label","character varying","64","","","NO",""
"public","v_b_client_tags","3","color","character varying","16","","","YES",""
"public","v_b_client_tags","4","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_vault_secrets","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_client_vault_secrets","2","client_id","bigint","","64","0","NO",""
"public","v_b_client_vault_secrets","3","title","text","","","","NO",""
"public","v_b_client_vault_secrets","4","description","text","","","","YES",""
"public","v_b_client_vault_secrets","5","secret_encrypted","text","","","","NO",""
"public","v_b_client_vault_secrets","6","secret_iv","text","","","","NO",""
"public","v_b_client_vault_secrets","7","secret_auth_tag","text","","","","NO",""
"public","v_b_client_vault_secrets","8","expires_at","timestamp with time zone","","","","NO",""
"public","v_b_client_vault_secrets","9","max_views","integer","","32","0","NO","5"
"public","v_b_client_vault_secrets","10","view_count","integer","","32","0","NO","0"
"public","v_b_client_vault_secrets","11","status","character varying","24","","","NO","'active'::character varying"
"public","v_b_client_vault_secrets","12","deletion_requested_at","timestamp with time zone","","","","YES",""
"public","v_b_client_vault_secrets","13","deletion_requested_by","uuid","","","","YES",""
"public","v_b_client_vault_secrets","14","created_by","uuid","","","","YES",""
"public","v_b_client_vault_secrets","15","revoked_at","timestamp with time zone","","","","YES",""
"public","v_b_client_vault_secrets","16","revoked_by","uuid","","","","YES",""
"public","v_b_client_vault_secrets","17","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_vault_secrets","18","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_client_vault_secrets","19","contact_id","bigint","","64","0","YES",""
"public","v_b_clients","1","id","integer","","32","0","NO","nextval('v_b_clients_id_seq'::regclass)"
"public","v_b_clients","2","name","character varying","255","","","NO",""
"public","v_b_clients","3","contrat","jsonb","","","","YES","'{}'::jsonb"
"public","v_b_clients","4","options","jsonb","","","","YES","'{""Curatif"": false, ""Support"": false, ""Preventif"": false, ""Monitoring"": false, ""Hebergement"": false}'::jsonb"
"public","v_b_clients","5","sites","jsonb","","","","YES","'[]'::jsonb"
"public","v_b_clients","6","created_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients","7","updated_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients","8","commercial_id","uuid","","","","YES",""
"public","v_b_clients","9","address","text","","","","YES",""
"public","v_b_clients","10","siret","character varying","14","","","YES",""
"public","v_b_clients","11","secteur","text","","","","YES",""
"public","v_b_clients","12","modules","jsonb","","","","NO","'{}'::jsonb"
"public","v_b_clients","13","client_number","character varying","32","","","YES",""
"public","v_b_clients_azure","1","id","integer","","32","0","NO","nextval('client_office365_id_seq'::regclass)"
"public","v_b_clients_azure","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_azure","3","tenant_id","text","","","","NO",""
"public","v_b_clients_azure","4","client_id_azure","text","","","","NO",""
"public","v_b_clients_azure","5","secret_key_id","text","","","","YES",""
"public","v_b_clients_azure","6","client_secret_encrypted","text","","","","NO",""
"public","v_b_clients_azure","7","iv","text","","","","NO",""
"public","v_b_clients_azure","8","auth_tag","text","","","","NO",""
"public","v_b_clients_azure","9","created_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_azure","10","updated_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_backup","1","id","integer","","32","0","YES",""
"public","v_b_clients_backup","2","name","character varying","255","","","YES",""
"public","v_b_clients_backup","3","phone","character varying","50","","","YES",""
"public","v_b_clients_backup","4","email","character varying","255","","","YES",""
"public","v_b_clients_backup","5","address","text","","","","YES",""
"public","v_b_clients_backup","6","contrat","jsonb","","","","YES",""
"public","v_b_clients_backup","7","modules","jsonb","","","","YES",""
"public","v_b_clients_backup","8","created_at","timestamp without time zone","","","","YES",""
"public","v_b_clients_backup","9","updated_at","timestamp without time zone","","","","YES",""
"public","v_b_clients_backup","10","glpi_id","character varying","50","","","YES",""
"public","v_b_clients_backup","11","report_frequency","character varying","50","","","YES",""
"public","v_b_clients_backup","12","modules_monitoring","jsonb","","","","YES",""
"public","v_b_clients_backup","13","sites","jsonb","","","","YES",""
"public","v_b_clients_backup","14","ssids","jsonb","","","","YES",""
"public","v_b_clients_bitdefender","1","id","integer","","32","0","NO","nextval('v_b_clients_bitdefender_id_seq'::regclass)"
"public","v_b_clients_bitdefender","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_bitdefender","3","label","text","","","","YES",""
"public","v_b_clients_bitdefender","4","solution","text","","","","NO","'GravityZone BitDefender'::text"
"public","v_b_clients_bitdefender","5","api_url","text","","","","NO",""
"public","v_b_clients_bitdefender","6","api_key_encrypted","text","","","","NO",""
"public","v_b_clients_bitdefender","7","iv","text","","","","NO",""
"public","v_b_clients_bitdefender","8","auth_tag","text","","","","NO",""
"public","v_b_clients_bitdefender","9","created_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_bitdefender","10","updated_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure","1","id","integer","","32","0","NO","nextval('v_b_clients_c_azure_id_seq'::regclass)"
"public","v_b_clients_c_azure","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_c_azure","3","tenant_id","character varying","255","","","NO",""
"public","v_b_clients_c_azure","4","client_id_azure","character varying","255","","","NO",""
"public","v_b_clients_c_azure","5","client_secret_encrypted","text","","","","NO",""
"public","v_b_clients_c_azure","6","iv","character varying","255","","","NO",""
"public","v_b_clients_c_azure","7","auth_tag","character varying","255","","","NO",""
"public","v_b_clients_c_azure","8","secret_key_id","character varying","255","","","YES",""
"public","v_b_clients_c_azure","9","created_at","timestamp with time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure","10","updated_at","timestamp with time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure_mfa","1","id","integer","","32","0","NO","nextval('v_b_clients_c_mfa_details_id_seq'::regclass)"
"public","v_b_clients_c_azure_mfa","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_c_azure_mfa","3","user_id","text","","","","NO",""
"public","v_b_clients_c_azure_mfa","4","display_name","text","","","","YES",""
"public","v_b_clients_c_azure_mfa","5","user_principal_name","text","","","","YES",""
"public","v_b_clients_c_azure_mfa","6","account_enabled","boolean","","","","YES","true"
"public","v_b_clients_c_azure_mfa","7","has_mfa","boolean","","","","YES","false"
"public","v_b_clients_c_azure_mfa","8","mfa_methods","jsonb","","","","YES","'[]'::jsonb"
"public","v_b_clients_c_azure_mfa","9","latest_mfa_registration_date","timestamp without time zone","","","","YES",""
"public","v_b_clients_c_azure_mfa","10","last_sync","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure_mfa","11","created_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure_mfa","12","updated_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure_mfa","13","is_admin","boolean","","","","YES","false"
"public","v_b_clients_c_azure_mfa","14","admin_role","text","","","","YES",""
"public","v_b_clients_c_azure_stats","1","id","integer","","32","0","NO","nextval('v_b_clients_c_azure_stats_id_seq'::regclass)"
"public","v_b_clients_c_azure_stats","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_c_azure_stats","3","admin_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","4","user_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","5","admin_mfa_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","6","user_mfa_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","7","admin_mfa_percentage","numeric","","5","2","YES","0"
"public","v_b_clients_c_azure_stats","8","user_mfa_percentage","numeric","","5","2","YES","0"
"public","v_b_clients_c_azure_stats","9","email_mfa_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","10","software_mfa_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","11","authenticator_mfa_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","12","email_mfa_percentage","numeric","","5","2","YES","0"
"public","v_b_clients_c_azure_stats","13","software_mfa_percentage","numeric","","5","2","YES","0"
"public","v_b_clients_c_azure_stats","14","authenticator_mfa_percentage","numeric","","5","2","YES","0"
"public","v_b_clients_c_azure_stats","15","last_sync","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure_stats","16","created_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure_stats","17","updated_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_azure_stats","18","phone_mfa_count","integer","","32","0","YES","0"
"public","v_b_clients_c_azure_stats","19","phone_mfa_percentage","numeric","","5","2","YES","0"
"public","v_b_clients_c_campaign","1","id","integer","","32","0","NO","nextval('v_b_clients_c_campaign_id_seq'::regclass)"
"public","v_b_clients_c_campaign","2","client_id","text","","","","NO",""
"public","v_b_clients_c_campaign","3","name","character varying","255","","","NO",""
"public","v_b_clients_c_campaign","4","type","character varying","100","","","NO",""
"public","v_b_clients_c_campaign","5","status","character varying","50","","","NO","'en_attente'::character varying"
"public","v_b_clients_c_campaign","6","start_date","date","","","","YES",""
"public","v_b_clients_c_campaign","7","end_date","date","","","","YES",""
"public","v_b_clients_c_campaign","8","global_progress","integer","","32","0","YES","0"
"public","v_b_clients_c_campaign","9","description","text","","","","YES",""
"public","v_b_clients_c_campaign","10","created_at","timestamp with time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_campaign","11","updated_at","timestamp with time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_campaign","12","created_by","text","","","","YES",""
"public","v_b_clients_c_campaign","13","updated_by","text","","","","YES",""
"public","v_b_clients_c_campaign","14","referent_id","text","","","","YES",""
"public","v_b_clients_c_campaign","15","glpi_ticket_id","text","","","","YES",""
"public","v_b_clients_c_campaign","16","objectif_adoption","numeric","","5","2","YES",""
"public","v_b_clients_c_campaign_snapshot","1","id","integer","","32","0","NO","nextval('v_b_clients_c_campaign_snapshot_id_seq'::regclass)"
"public","v_b_clients_c_campaign_snapshot","2","campaign_id","integer","","32","0","NO",""
"public","v_b_clients_c_campaign_snapshot","3","snapshot_type","character varying","10","","","NO",""
"public","v_b_clients_c_campaign_snapshot","4","admin_count","integer","","32","0","YES","0"
"public","v_b_clients_c_campaign_snapshot","5","user_count","integer","","32","0","YES","0"
"public","v_b_clients_c_campaign_snapshot","6","mfa_percentage","numeric","","5","2","YES","0"
"public","v_b_clients_c_campaign_snapshot","7","mfa_enabled_count","integer","","32","0","YES","0"
"public","v_b_clients_c_campaign_snapshot","8","mfa_disabled_count","integer","","32","0","YES","0"
"public","v_b_clients_c_campaign_snapshot","9","snapshot_data","jsonb","","","","YES",""
"public","v_b_clients_c_campaign_snapshot","10","created_at","timestamp without time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_c_campaign_snapshot","11","admin_mfa_percentage","numeric","","5","2","YES",""
"public","v_b_clients_c_campaign_snapshot","12","user_mfa_percentage","numeric","","5","2","YES",""
"public","v_b_clients_c_campaign_steps","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_c_campaign_steps","2","campaign_id","integer","","32","0","NO",""
"public","v_b_clients_c_campaign_steps","3","name","character varying","255","","","NO",""
"public","v_b_clients_c_campaign_steps","4","assigned_user_id","uuid","","","","YES",""
"public","v_b_clients_c_campaign_steps","5","due_date","date","","","","YES",""
"public","v_b_clients_c_campaign_steps","6","duration_hours","integer","","32","0","YES",""
"public","v_b_clients_c_campaign_steps","7","completed","boolean","","","","YES","false"
"public","v_b_clients_c_campaign_steps","8","order_index","integer","","32","0","YES","0"
"public","v_b_clients_c_campaign_steps","9","created_at","timestamp with time zone","","","","YES","now()"
"public","v_b_clients_c_campaign_steps","10","updated_at","timestamp with time zone","","","","YES","now()"
"public","v_b_clients_host_mapping","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_host_mapping","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_host_mapping","3","checkmk_host_name","text","","","","NO",""
"public","v_b_clients_host_mapping","4","is_active","boolean","","","","YES","true"
"public","v_b_clients_host_mapping","5","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_host_mapping","6","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_host_mapping","7","checkmk_service_name","text","","","","YES",""
"public","v_b_clients_host_mapping","8","equipment_id","uuid","","","","YES",""
"public","v_b_clients_logs","1","id","integer","","32","0","NO","nextval('v_b_clients_logs_id_seq'::regclass)"
"public","v_b_clients_logs","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_logs","3","user_id","uuid","","","","YES",""
"public","v_b_clients_logs","4","action","character varying","255","","","NO",""
"public","v_b_clients_logs","5","details","jsonb","","","","YES",""
"public","v_b_clients_logs","6","created_at","timestamp with time zone","","","","YES","CURRENT_TIMESTAMP"
"public","v_b_clients_m_alimentation","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_alimentation","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_alimentation","3","item_key","text","","","","YES",""
"public","v_b_clients_m_alimentation","4","name","text","","","","YES",""
"public","v_b_clients_m_alimentation","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_alimentation","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_alimentation","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_alimentation","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_alimentation","9","checkmk_host_name","character varying","512","","","YES",""
"public","v_b_clients_m_alimentation","10","checkmk_site","character varying","255","","","YES",""
"public","v_b_clients_m_alimentation","11","checkmk_service_name","character varying","512","","","YES",""
"public","v_b_clients_m_antispam","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_antispam","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_antispam","3","item_key","text","","","","YES",""
"public","v_b_clients_m_antispam","4","name","text","","","","YES",""
"public","v_b_clients_m_antispam","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_antispam","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_antispam","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_antispam","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_antivirus","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_antivirus","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_antivirus","3","item_key","text","","","","YES",""
"public","v_b_clients_m_antivirus","4","name","text","","","","YES",""
"public","v_b_clients_m_antivirus","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_antivirus","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_antivirus","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_antivirus","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_custom_equipment","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_custom_equipment","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_custom_equipment","3","family_key","character varying","80","","","NO",""
"public","v_b_clients_m_custom_equipment","4","item_key","text","","","","YES",""
"public","v_b_clients_m_custom_equipment","5","name","text","","","","YES",""
"public","v_b_clients_m_custom_equipment","6","data","jsonb","","","","YES",""
"public","v_b_clients_m_custom_equipment","7","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_custom_equipment","8","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_custom_equipment","9","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_firewall","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_firewall","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_firewall","3","item_key","text","","","","YES",""
"public","v_b_clients_m_firewall","4","name","text","","","","YES",""
"public","v_b_clients_m_firewall","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_firewall","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_firewall","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_firewall","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_firewall","9","checkmk_host_name","character varying","512","","","YES",""
"public","v_b_clients_m_firewall","10","checkmk_site","character varying","255","","","YES",""
"public","v_b_clients_m_firewall","11","checkmk_service_name","character varying","512","","","YES",""
"public","v_b_clients_m_internet","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_internet","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_internet","3","item_key","text","","","","YES",""
"public","v_b_clients_m_internet","4","name","text","","","","YES",""
"public","v_b_clients_m_internet","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_internet","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_internet","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_internet","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_licences","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_licences","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_licences","3","item_key","text","","","","YES",""
"public","v_b_clients_m_licences","4","name","text","","","","YES",""
"public","v_b_clients_m_licences","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_licences","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_licences","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_licences","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_logs","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_logs","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_logs","3","equipment_family","text","","","","NO",""
"public","v_b_clients_m_logs","4","equipment_name","text","","","","NO",""
"public","v_b_clients_m_logs","5","equipment_id","uuid","","","","YES",""
"public","v_b_clients_m_logs","6","user_id","text","","","","YES",""
"public","v_b_clients_m_logs","7","user_name","text","","","","YES",""
"public","v_b_clients_m_logs","8","action","text","","","","NO",""
"public","v_b_clients_m_logs","9","details","jsonb","","","","YES",""
"public","v_b_clients_m_logs","10","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_ndd","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_ndd","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_ndd","3","item_key","text","","","","YES",""
"public","v_b_clients_m_ndd","4","name","text","","","","YES",""
"public","v_b_clients_m_ndd","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_ndd","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_ndd","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_ndd","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_o365","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_o365","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_o365","3","item_key","text","","","","YES",""
"public","v_b_clients_m_o365","4","name","text","","","","YES",""
"public","v_b_clients_m_o365","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_o365","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_o365","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_o365","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_ordinateurs","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_ordinateurs","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_ordinateurs","3","item_key","text","","","","YES",""
"public","v_b_clients_m_ordinateurs","4","name","text","","","","YES",""
"public","v_b_clients_m_ordinateurs","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_ordinateurs","6","agent_id","uuid","","","","YES",""
"public","v_b_clients_m_ordinateurs","7","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_ordinateurs","8","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_ordinateurs","9","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_routeur","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_routeur","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_routeur","3","item_key","text","","","","YES",""
"public","v_b_clients_m_routeur","4","name","text","","","","YES",""
"public","v_b_clients_m_routeur","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_routeur","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_routeur","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_routeur","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_routeur","9","checkmk_host_name","character varying","512","","","YES",""
"public","v_b_clients_m_routeur","10","checkmk_site","character varying","255","","","YES",""
"public","v_b_clients_m_routeur","11","checkmk_service_name","character varying","512","","","YES",""
"public","v_b_clients_m_save","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_save","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_save","3","item_key","text","","","","YES",""
"public","v_b_clients_m_save","4","name","text","","","","YES",""
"public","v_b_clients_m_save","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_save","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_save","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_save","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_save","9","checkmk_host_name","character varying","512","","","YES",""
"public","v_b_clients_m_save","10","checkmk_site","character varying","255","","","YES",""
"public","v_b_clients_m_save","11","checkmk_service_name","character varying","512","","","YES",""
"public","v_b_clients_m_save","12","last_backup_date","timestamp with time zone","","","","YES",""
"public","v_b_clients_m_save","13","last_backup_duration","character varying","64","","","YES",""
"public","v_b_clients_m_save","14","last_backup_start","timestamp with time zone","","","","YES",""
"public","v_b_clients_m_servers","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_servers","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_servers","3","item_key","text","","","","YES",""
"public","v_b_clients_m_servers","4","name","text","","","","YES",""
"public","v_b_clients_m_servers","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_servers","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_servers","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_servers","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_servers","9","checkmk_host_name","character varying","512","","","YES",""
"public","v_b_clients_m_servers","10","checkmk_site","character varying","255","","","YES",""
"public","v_b_clients_m_servers","11","checkmk_service_name","character varying","512","","","YES",""
"public","v_b_clients_m_ssl","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_ssl","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_ssl","3","item_key","text","","","","YES",""
"public","v_b_clients_m_ssl","4","name","text","","","","YES",""
"public","v_b_clients_m_ssl","5","data","jsonb","","","","YES",""
"public","v_b_clients_m_ssl","6","is_active","boolean","","","","YES","true"
"public","v_b_clients_m_ssl","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_ssl","8","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_clients_m_stockage","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_clients_m_stockage","2","client_id","integer","","32","0","NO",""
"public","v_b_clients_m_stockage","3","item_key","text","","","","YES",""
"public","v_b_clients_m_stockage","4","name","text","","","","YES",""
"public","v_b_clients_m_stockage","5","data","jsonb","","","","YES",""
