"schema","table_name","pos","column_name","data_type","character_maximum_length","numeric_precision","numeric_scale","is_nullable","column_default"
"public","v_b_ticket_chat_ui_settings_config","4","updated_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_comment_templates_config","1","id","integer","","32","0","NO",""
"public","v_b_ticket_comment_templates_config","2","data","jsonb","","","","NO","'[]'::jsonb"
"public","v_b_ticket_comment_templates_config","3","created_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_comment_templates_config","4","updated_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_comments","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_comments","2","ticket_id","uuid","","","","NO",""
"public","v_b_ticket_comments","3","author_user_id","uuid","","","","YES",""
"public","v_b_ticket_comments","4","content","text","","","","NO",""
"public","v_b_ticket_comments","5","is_internal","boolean","","","","NO","false"
"public","v_b_ticket_comments","6","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_comments","7","updated_at","timestamp with time zone","","","","YES",""
"public","v_b_ticket_email_inboxes_config","1","id","integer","","32","0","NO",""
"public","v_b_ticket_email_inboxes_config","2","data","jsonb","","","","NO","'[]'::jsonb"
"public","v_b_ticket_email_inboxes_config","3","created_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_email_inboxes_config","4","updated_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_email_messages","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_email_messages","2","ticket_id","uuid","","","","NO",""
"public","v_b_ticket_email_messages","3","collector_id","text","","","","YES",""
"public","v_b_ticket_email_messages","4","message_id","text","","","","NO",""
"public","v_b_ticket_email_messages","5","in_reply_to","text","","","","YES",""
"public","v_b_ticket_email_messages","6","references_header","text","","","","YES",""
"public","v_b_ticket_email_messages","7","subject","text","","","","YES",""
"public","v_b_ticket_email_messages","8","from_address","text","","","","YES",""
"public","v_b_ticket_email_messages","9","direction","character varying","16","","","NO","'inbound'::character varying"
"public","v_b_ticket_email_messages","10","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_exclusion_rules_config","1","id","integer","","32","0","NO",""
"public","v_b_ticket_exclusion_rules_config","2","data","jsonb","","","","NO","'[]'::jsonb"
"public","v_b_ticket_exclusion_rules_config","3","created_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_exclusion_rules_config","4","updated_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_macros_config","1","id","integer","","32","0","NO",""
"public","v_b_ticket_macros_config","2","data","jsonb","","","","NO","'[]'::jsonb"
"public","v_b_ticket_macros_config","3","created_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_macros_config","4","updated_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_mail_collect_settings_config","1","id","integer","","32","0","NO","1"
"public","v_b_ticket_mail_collect_settings_config","2","data","jsonb","","","","NO","'{}'::jsonb"
"public","v_b_ticket_mail_collect_settings_config","3","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_mail_collect_settings_config","4","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_mail_collectors_config","1","id","integer","","32","0","NO",""
"public","v_b_ticket_mail_collectors_config","2","data","jsonb","","","","NO","'[]'::jsonb"
"public","v_b_ticket_mail_collectors_config","3","created_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_mail_collectors_config","4","updated_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_resolution_validations","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_resolution_validations","2","ticket_id","uuid","","","","NO",""
"public","v_b_ticket_resolution_validations","3","resolution_reason","text","","","","NO",""
"public","v_b_ticket_resolution_validations","4","resolution_comment_id","uuid","","","","YES",""
"public","v_b_ticket_resolution_validations","5","requested_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_resolution_validations","6","auto_close_at","timestamp with time zone","","","","NO",""
"public","v_b_ticket_resolution_validations","7","responded_at","timestamp with time zone","","","","YES",""
"public","v_b_ticket_resolution_validations","8","outcome","character varying","32","","","NO","'pending'::character varying"
"public","v_b_ticket_resolution_validations","9","rejection_message","text","","","","YES",""
"public","v_b_ticket_resolution_validations","10","responded_by_user_id","uuid","","","","YES",""
"public","v_b_ticket_resolution_validations","11","resolved_by_user_id","uuid","","","","YES",""
"public","v_b_ticket_resolution_validations","12","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_resolution_validations","13","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_resolution_validations","14","intervention_type","text","","","","YES",""
"public","v_b_ticket_resolution_validations","15","action_type","text","","","","YES",""
"public","v_b_ticket_satisfaction","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_satisfaction","2","ticket_id","uuid","","","","NO",""
"public","v_b_ticket_satisfaction","3","rating","smallint","","16","0","NO",""
"public","v_b_ticket_satisfaction","4","message","text","","","","YES",""
"public","v_b_ticket_satisfaction","5","author_user_id","uuid","","","","YES",""
"public","v_b_ticket_satisfaction","6","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_satisfaction","7","ratings","jsonb","","","","YES",""
"public","v_b_ticket_scheduled_alert_rules_config","1","id","integer","","32","0","NO",""
"public","v_b_ticket_scheduled_alert_rules_config","2","data","jsonb","","","","NO","'[]'::jsonb"
"public","v_b_ticket_scheduled_alert_rules_config","3","created_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_scheduled_alert_rules_config","4","updated_at","timestamp without time zone","","","","NO","now()"
"public","v_b_ticket_solution_catalog","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_solution_catalog","2","category","character varying","32","","","NO",""
"public","v_b_ticket_solution_catalog","3","label","character varying","120","","","NO",""
"public","v_b_ticket_solution_catalog","4","display_order","integer","","32","0","NO","0"
"public","v_b_ticket_solution_catalog","5","is_active","boolean","","","","NO","true"
"public","v_b_ticket_solution_catalog","6","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_solution_catalog","7","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_status_history","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_status_history","2","ticket_id","uuid","","","","NO",""
"public","v_b_ticket_status_history","3","old_status","character varying","32","","","YES",""
"public","v_b_ticket_status_history","4","new_status","character varying","32","","","NO",""
"public","v_b_ticket_status_history","5","changed_by","uuid","","","","YES",""
"public","v_b_ticket_status_history","6","note","text","","","","YES",""
"public","v_b_ticket_status_history","7","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_tag_links","1","ticket_id","uuid","","","","NO",""
"public","v_b_ticket_tag_links","2","tag_id","uuid","","","","NO",""
"public","v_b_ticket_tag_links","3","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_tags","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_tags","2","label","character varying","64","","","NO",""
"public","v_b_ticket_tags","3","color","character varying","16","","","YES",""
"public","v_b_ticket_tags","4","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_view_profiles","1","view_id","uuid","","","","NO",""
"public","v_b_ticket_view_profiles","2","profile_name","text","","","","NO",""
"public","v_b_ticket_view_profiles","3","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_view_teams","1","view_id","uuid","","","","NO",""
"public","v_b_ticket_view_teams","2","team_id","uuid","","","","NO",""
"public","v_b_ticket_view_teams","3","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_view_users","1","view_id","uuid","","","","NO",""
"public","v_b_ticket_view_users","2","user_id","uuid","","","","NO",""
"public","v_b_ticket_view_users","3","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_views","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_ticket_views","2","name","character varying","120","","","NO",""
"public","v_b_ticket_views","3","description","text","","","","YES",""
"public","v_b_ticket_views","4","page_scope","character varying","32","","","NO","'ticket'::character varying"
"public","v_b_ticket_views","5","visibility","character varying","16","","","NO","'private'::character varying"
"public","v_b_ticket_views","6","owner_user_id","uuid","","","","YES",""
"public","v_b_ticket_views","7","icon","character varying","64","","","NO","'mdi:view-list'::character varying"
"public","v_b_ticket_views","8","color","character varying","32","","","YES",""
"public","v_b_ticket_views","9","rules","jsonb","","","","NO","'{""criteria"": [], ""viewMode"": ""active"", ""matchMode"": ""all""}'::jsonb"
"public","v_b_ticket_views","10","sort_by","character varying","64","","","NO","'updated_at'::character varying"
"public","v_b_ticket_views","11","sort_direction","character varying","4","","","NO","'desc'::character varying"
"public","v_b_ticket_views","12","display_order","integer","","32","0","NO","0"
"public","v_b_ticket_views","13","is_builtin","boolean","","","","NO","false"
"public","v_b_ticket_views","14","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_views","15","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_ticket_watchers","1","ticket_id","uuid","","","","NO",""
"public","v_b_ticket_watchers","2","user_id","uuid","","","","NO",""
"public","v_b_ticket_watchers","3","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_tickets","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_tickets","2","ticket_number","bigint","","64","0","NO","nextval('v_b_tickets_ticket_number_seq'::regclass)"
"public","v_b_tickets","3","title","text","","","","NO",""
"public","v_b_tickets","4","description","text","","","","YES",""
"public","v_b_tickets","5","status","character varying","32","","","NO","'open'::character varying"
"public","v_b_tickets","6","priority","character varying","16","","","NO","'normal'::character varying"
"public","v_b_tickets","7","type","character varying","32","","","NO","'incident'::character varying"
"public","v_b_tickets","8","channel","character varying","32","","","NO","'web'::character varying"
"public","v_b_tickets","9","client_id","bigint","","64","0","YES",""
"public","v_b_tickets","10","requester_user_id","uuid","","","","YES",""
"public","v_b_tickets","11","assigned_user_id","uuid","","","","YES",""
"public","v_b_tickets","12","created_by","uuid","","","","YES",""
"public","v_b_tickets","13","resolved_at","timestamp with time zone","","","","YES",""
"public","v_b_tickets","14","closed_at","timestamp with time zone","","","","YES",""
"public","v_b_tickets","15","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_tickets","16","updated_at","timestamp with time zone","","","","NO","now()"
"public","v_b_tickets","17","requester_contact_id","bigint","","64","0","YES",""
"public","v_b_tickets","18","category","text","","","","NO","''::text"
"public","v_b_tickets","19","deleted_at","timestamp with time zone","","","","YES",""
"public","v_b_tickets","20","is_deleted","boolean","","","","NO","false"
"public","v_b_tickets","21","sales_form_data","jsonb","","","","YES",""
"public","v_b_tickets","22","equipment_info","jsonb","","","","NO","'{""concerned"": false}'::jsonb"
"public","v_b_tickets","23","is_major_incident","boolean","","","","NO","false"
"public","v_b_tickets","24","contact_slots","jsonb","","","","NO","'[]'::jsonb"
"public","v_b_user_notifications","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_user_notifications","2","user_id","uuid","","","","NO",""
"public","v_b_user_notifications","3","type","character varying","64","","","NO",""
"public","v_b_user_notifications","4","title","character varying","255","","","NO",""
"public","v_b_user_notifications","5","body","text","","","","YES",""
"public","v_b_user_notifications","6","ticket_id","uuid","","","","YES",""
"public","v_b_user_notifications","7","comment_id","uuid","","","","YES",""
"public","v_b_user_notifications","8","payload","jsonb","","","","NO","'{}'::jsonb"
"public","v_b_user_notifications","9","read_at","timestamp with time zone","","","","YES",""
"public","v_b_user_notifications","10","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_user_notifications","11","archived_at","timestamp with time zone","","","","YES",""
"public","v_b_users","1","id","uuid","","","","NO",""
"public","v_b_users","2","username","text","","","","YES",""
"public","v_b_users","3","email","text","","","","NO",""
"public","v_b_users","4","role","text","","","","YES",""
"public","v_b_users","5","is_active","boolean","","","","YES","true"
"public","v_b_users","6","password_hash","text","","","","NO",""
"public","v_b_users","7","created_at","timestamp without time zone","","","","YES","now()"
"public","v_b_users","8","last_login_at","timestamp without time zone","","","","YES",""
"public","v_b_users","9","profile","text","","","","YES",""
"public","v_b_users","10","client_id","bigint","","64","0","YES",""
"public","v_b_users","11","mfa_enabled","boolean","","","","NO","false"
"public","v_b_users","12","mfa_secret","text","","","","YES",""
"public","v_b_users","13","contact_id","bigint","","64","0","YES",""
"public","v_b_users_profiles","1","name","text","","","","NO",""
"public","v_b_users_profiles","2","label","text","","","","NO",""
"public","v_b_users_profiles","3","monitoring_enabled","boolean","","","","YES","true"
"public","v_b_users_profiles","4","infrastructure_enabled","boolean","","","","YES","false"
"public","v_b_users_profiles","5","cybersecurite_enabled","boolean","","","","YES","false"
"public","v_b_users_profiles","6","service_enabled","boolean","","","","YES","false"
"public","v_b_users_profiles","7","contrat_enabled","boolean","","","","NO","true"
"public","v_b_users_profiles","8","configurateur_enabled","boolean","","","","YES","false"
"public","v_b_users_profiles","9","planning_enabled","boolean","","","","YES","false"
"public","v_b_users_profiles","10","contact_enabled","boolean","","","","NO","true"
"public","v_b_users_profiles","11","display_order","integer","","32","0","NO","999"
"public","v_b_users_profiles","12","tickets_enabled","boolean","","","","NO","false"
"public","v_b_users_profiles","13","dashboard_enabled","boolean","","","","NO","false"
"public","v_b_users_profiles","14","parent_profile","text","","","","YES",""
"public","v_b_users_profiles","15","documents_enabled","boolean","","","","NO","false"
"public","v_b_users_settings","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_users_settings","2","user_id","uuid","","","","NO",""
"public","v_b_users_settings","3","setting_key","character varying","200","","","NO",""
"public","v_b_users_settings","4","setting_value","jsonb","","","","YES",""
"public","v_b_users_settings","5","created_at","timestamp without time zone","","","","YES","now()"
"public","v_b_users_settings","6","updated_at","timestamp without time zone","","","","YES","now()"
"public","v_b_whatsapp_conversations","1","id","uuid","","","","NO","gen_random_uuid()"
"public","v_b_whatsapp_conversations","2","wa_phone","text","","","","NO",""
"public","v_b_whatsapp_conversations","3","ticket_id","uuid","","","","NO",""
"public","v_b_whatsapp_conversations","4","wa_contact_name","text","","","","YES",""
"public","v_b_whatsapp_conversations","5","last_message_at","timestamp with time zone","","","","NO","now()"
"public","v_b_whatsapp_conversations","6","created_at","timestamp with time zone","","","","NO","now()"
"public","v_b_whatsapp_processed_messages","1","wa_message_id","text","","","","NO",""
"public","v_b_whatsapp_processed_messages","2","processed_at","timestamp with time zone","","","","NO","now()"
